Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9
Migraine,severe headache,neck pain,vomiting,dizziness,sensitivity to light,visual disturbances,nausea,sensitivity to sound,
Migraine,severe headache,sensitivity to light,nausea,dizziness,sensitivity to sound,neck pain,visual disturbances,,
Migraine,dizziness,severe headache,visual disturbances,nausea,neck pain,vomiting,,,
Migraine,neck pain,severe headache,sensitivity to sound,dizziness,visual disturbances,vomiting,,,
Migraine,nausea,visual disturbances,sensitivity to light,neck pain,dizziness,,,,
Migraine,sensitivity to light,nausea,dizziness,vomiting,sensitivity to sound,severe headache,visual disturbances,,
Migraine,nausea,dizziness,neck pain,severe headache,sensitivity to sound,sensitivity to light,vomiting,,
Migraine,severe headache,neck pain,sensitivity to sound,vomiting,nausea,dizziness,sensitivity to light,,
Migraine,dizziness,sensitivity to light,neck pain,severe headache,vomiting,,,,
Migraine,sensitivity to light,severe headache,visual disturbances,neck pain,,,,,
Migraine,neck pain,sensitivity to light,sensitivity to sound,vomiting,visual disturbances,dizziness,,,
Migraine,neck pain,visual disturbances,severe headache,sensitivity to light,nausea,vomiting,,,
Migraine,dizziness,sensitivity to sound,vomiting,severe headache,neck pain,nausea,sensitivity to light,visual disturbances,
Migraine,neck pain,sensitivity to sound,visual disturbances,nausea,dizziness,,,,
Migraine,sensitivity to sound,dizziness,neck pain,visual disturbances,vomiting,,,,
Migraine,sensitivity to sound,severe headache,sensitivity to light,vomiting,visual disturbances,,,,
Migraine,dizziness,neck pain,severe headache,vomiting,visual disturbances,sensitivity to light,nausea,sensitivity to sound,
Migraine,sensitivity to light,neck pain,severe headache,dizziness,nausea,sensitivity to sound,visual disturbances,vomiting,
Migraine,dizziness,visual disturbances,vomiting,nausea,severe headache,,,,
Migraine,sensitivity to sound,sensitivity to light,vomiting,severe headache,nausea,visual disturbances,,,
Migraine,visual disturbances,vomiting,nausea,sensitivity to sound,severe headache,dizziness,sensitivity to light,neck pain,
Migraine,visual disturbances,dizziness,sensitivity to light,neck pain,vomiting,severe headache,nausea,sensitivity to sound,
Migraine,sensitivity to sound,dizziness,visual disturbances,sensitivity to light,nausea,vomiting,,,
Migraine,visual disturbances,severe headache,sensitivity to sound,neck pain,,,,,
Migraine,dizziness,neck pain,vomiting,nausea,severe headache,sensitivity to light,,,
Migraine,sensitivity to sound,visual disturbances,nausea,vomiting,neck pain,severe headache,dizziness,,
Migraine,sensitivity to sound,neck pain,visual disturbances,sensitivity to light,nausea,vomiting,,,
Migraine,sensitivity to sound,dizziness,visual disturbances,nausea,vomiting,severe headache,neck pain,,
Migraine,severe headache,sensitivity to light,dizziness,nausea,sensitivity to sound,vomiting,neck pain,,
Migraine,sensitivity to light,nausea,visual disturbances,dizziness,neck pain,severe headache,sensitivity to sound,vomiting,
Migraine,sensitivity to sound,dizziness,vomiting,visual disturbances,,,,,
Migraine,nausea,sensitivity to light,neck pain,sensitivity to sound,vomiting,severe headache,visual disturbances,dizziness,
Migraine,severe headache,dizziness,nausea,visual disturbances,vomiting,neck pain,sensitivity to sound,,
Migraine,visual disturbances,dizziness,neck pain,sensitivity to sound,vomiting,nausea,severe headache,sensitivity to light,
Migraine,severe headache,neck pain,dizziness,nausea,,,,,
Migraine,visual disturbances,sensitivity to light,severe headache,nausea,vomiting,,,,
Migraine,sensitivity to sound,visual disturbances,neck pain,dizziness,,,,,
Migraine,vomiting,sensitivity to sound,dizziness,visual disturbances,,,,,
Migraine,sensitivity to sound,vomiting,dizziness,nausea,visual disturbances,neck pain,sensitivity to light,severe headache,
Migraine,sensitivity to sound,sensitivity to light,vomiting,severe headache,visual disturbances,neck pain,dizziness,,
Migraine,severe headache,visual disturbances,sensitivity to light,neck pain,,,,,
Migraine,nausea,neck pain,sensitivity to light,visual disturbances,severe headache,vomiting,dizziness,sensitivity to sound,
Migraine,sensitivity to sound,dizziness,sensitivity to light,visual disturbances,neck pain,,,,
Migraine,nausea,sensitivity to light,dizziness,neck pain,,,,,
Migraine,severe headache,visual disturbances,dizziness,vomiting,nausea,sensitivity to sound,,,
Migraine,severe headache,nausea,sensitivity to sound,vomiting,sensitivity to light,,,,
Migraine,vomiting,neck pain,dizziness,sensitivity to sound,visual disturbances,severe headache,nausea,sensitivity to light,
Migraine,sensitivity to sound,dizziness,nausea,visual disturbances,,,,,
Migraine,nausea,dizziness,sensitivity to sound,vomiting,neck pain,,,,
Migraine,nausea,sensitivity to sound,dizziness,severe headache,sensitivity to light,vomiting,neck pain,,
Migraine,severe headache,dizziness,vomiting,visual disturbances,nausea,sensitivity to sound,sensitivity to light,neck pain,
Migraine,vomiting,sensitivity to light,dizziness,visual disturbances,nausea,neck pain,,,
Migraine,sensitivity to light,visual disturbances,dizziness,vomiting,,,,,
Malaria,muscle aches,vomiting,sweating,fatigue,chills,fever,headache,,
Malaria,nausea,fever,sweating,diarrhea,chills,muscle aches,headache,fatigue,vomiting
Malaria,sweating,chills,fever,vomiting,diarrhea,muscle aches,,,
Malaria,muscle aches,fatigue,nausea,sweating,fever,headache,vomiting,chills,
Malaria,diarrhea,headache,nausea,fatigue,,,,,
Malaria,fever,chills,vomiting,nausea,headache,fatigue,sweating,,
Malaria,headache,muscle aches,vomiting,fever,sweating,diarrhea,,,
Malaria,fever,chills,nausea,headache,vomiting,fatigue,sweating,,
Malaria,nausea,headache,vomiting,chills,fever,fatigue,,,
Malaria,headache,chills,muscle aches,diarrhea,vomiting,sweating,nausea,,
Malaria,headache,fever,muscle aches,vomiting,chills,,,,
Malaria,vomiting,sweating,chills,diarrhea,fatigue,,,,
Malaria,fatigue,muscle aches,fever,diarrhea,nausea,vomiting,chills,headache,
Malaria,fatigue,fever,muscle aches,headache,vomiting,chills,diarrhea,,
Malaria,diarrhea,nausea,fatigue,headache,chills,fever,sweating,,
Malaria,vomiting,diarrhea,fatigue,headache,sweating,,,,
Malaria,vomiting,muscle aches,nausea,fatigue,fever,diarrhea,chills,headache,
Malaria,fever,chills,diarrhea,fatigue,,,,,
Malaria,fatigue,muscle aches,nausea,sweating,fever,,,,
Malaria,headache,vomiting,fatigue,chills,nausea,sweating,diarrhea,,
Malaria,muscle aches,vomiting,sweating,fever,chills,,,,
Malaria,fatigue,sweating,nausea,muscle aches,diarrhea,,,,
Malaria,chills,diarrhea,headache,fever,muscle aches,vomiting,sweating,,
Malaria,muscle aches,chills,fever,vomiting,nausea,sweating,diarrhea,fatigue,headache
Malaria,fatigue,muscle aches,fever,vomiting,nausea,,,,
Malaria,vomiting,chills,sweating,diarrhea,fatigue,headache,fever,nausea,muscle aches
Malaria,chills,fever,muscle aches,diarrhea,headache,vomiting,sweating,,
Malaria,chills,fever,headache,diarrhea,fatigue,vomiting,sweating,nausea,muscle aches
Malaria,fatigue,sweating,headache,chills,vomiting,muscle aches,,,
Malaria,headache,sweating,fatigue,diarrhea,vomiting,chills,muscle aches,fever,
Malaria,muscle aches,vomiting,fatigue,chills,nausea,headache,diarrhea,fever,
Malaria,nausea,vomiting,sweating,fever,fatigue,,,,
Malaria,vomiting,nausea,diarrhea,sweating,,,,,
Malaria,vomiting,nausea,sweating,fever,chills,,,,
Malaria,headache,fever,vomiting,nausea,diarrhea,sweating,chills,fatigue,
Malaria,diarrhea,chills,sweating,headache,,,,,
Malaria,vomiting,headache,fever,fatigue,sweating,,,,
Malaria,muscle aches,sweating,headache,nausea,fatigue,chills,,,
Malaria,nausea,vomiting,headache,sweating,fatigue,chills,,,
Malaria,diarrhea,nausea,sweating,fatigue,chills,fever,,,
Malaria,chills,sweating,muscle aches,fever,diarrhea,nausea,fatigue,,
Malaria,fever,chills,sweating,vomiting,diarrhea,,,,
Malaria,muscle aches,fatigue,vomiting,chills,fever,,,,
Malaria,diarrhea,headache,fatigue,vomiting,sweating,fever,nausea,muscle aches,chills
Malaria,nausea,fatigue,diarrhea,headache,,,,,
Malaria,diarrhea,fever,vomiting,fatigue,chills,muscle aches,headache,nausea,
Malaria,nausea,headache,sweating,diarrhea,muscle aches,chills,vomiting,fatigue,
Malaria,fever,nausea,vomiting,fatigue,chills,headache,diarrhea,muscle aches,sweating
Malaria,chills,vomiting,nausea,diarrhea,fatigue,sweating,muscle aches,,
Malaria,chills,nausea,diarrhea,headache,fever,sweating,vomiting,muscle aches,
Malaria,fatigue,diarrhea,muscle aches,headache,sweating,,,,
Malaria,sweating,nausea,vomiting,diarrhea,fever,muscle aches,chills,headache,
Malaria,sweating,nausea,fever,muscle aches,vomiting,headache,diarrhea,fatigue,chills
Malaria,headache,sweating,diarrhea,fever,vomiting,,,,
Malaria,fatigue,sweating,chills,muscle aches,nausea,diarrhea,,,
Malaria,chills,sweating,muscle aches,diarrhea,fever,nausea,fatigue,headache,vomiting
Malaria,fever,fatigue,vomiting,muscle aches,diarrhea,chills,sweating,headache,nausea
Malaria,sweating,fatigue,muscle aches,fever,chills,diarrhea,nausea,headache,vomiting
Malaria,nausea,vomiting,fever,sweating,chills,headache,,,
Malaria,fever,diarrhea,sweating,muscle aches,vomiting,headache,,,
Malaria,fever,diarrhea,sweating,fatigue,vomiting,muscle aches,headache,chills,nausea
Malaria,headache,sweating,fatigue,nausea,vomiting,diarrhea,fever,,
Malaria,muscle aches,vomiting,fever,headache,nausea,fatigue,sweating,diarrhea,
Malaria,diarrhea,vomiting,nausea,sweating,headache,fever,chills,fatigue,
Malaria,fatigue,vomiting,fever,diarrhea,chills,sweating,,,
Malaria,fever,muscle aches,chills,vomiting,headache,sweating,,,
Malaria,fatigue,nausea,chills,fever,,,,,
Malaria,sweating,muscle aches,headache,fatigue,diarrhea,,,,
Malaria,headache,diarrhea,nausea,sweating,fever,vomiting,chills,,
Malaria,diarrhea,chills,headache,vomiting,sweating,fever,nausea,muscle aches,
Malaria,fever,sweating,headache,fatigue,vomiting,chills,,,
Malaria,nausea,fatigue,chills,muscle aches,diarrhea,headache,sweating,,
Malaria,muscle aches,headache,vomiting,chills,,,,,
Malaria,fever,chills,headache,sweating,vomiting,diarrhea,nausea,fatigue,
Malaria,vomiting,fever,sweating,fatigue,chills,nausea,headache,diarrhea,
Malaria,fatigue,headache,sweating,fever,,,,,
Malaria,fatigue,nausea,vomiting,sweating,diarrhea,muscle aches,headache,fever,chills
Malaria,headache,muscle aches,chills,nausea,,,,,
Malaria,headache,chills,fever,fatigue,sweating,vomiting,diarrhea,nausea,muscle aches
Malaria,muscle aches,nausea,sweating,fatigue,diarrhea,,,,
Malaria,vomiting,chills,muscle aches,nausea,fatigue,diarrhea,fever,sweating,headache
Malaria,fever,diarrhea,vomiting,nausea,fatigue,sweating,muscle aches,,
Malaria,fatigue,sweating,headache,vomiting,chills,fever,muscle aches,diarrhea,
Malaria,vomiting,headache,nausea,muscle aches,,,,,
Malaria,fever,sweating,fatigue,vomiting,chills,headache,muscle aches,,
Malaria,diarrhea,nausea,vomiting,fever,sweating,,,,
Malaria,diarrhea,vomiting,fever,sweating,,,,,
Malaria,fatigue,sweating,diarrhea,chills,,,,,
Malaria,vomiting,fatigue,muscle aches,diarrhea,fever,headache,nausea,sweating,chills
Malaria,muscle aches,chills,fatigue,nausea,sweating,,,,
Malaria,nausea,headache,chills,vomiting,,,,,
Malaria,nausea,vomiting,diarrhea,muscle aches,sweating,headache,fatigue,,
Malaria,fever,diarrhea,vomiting,fatigue,nausea,headache,,,
Malaria,fever,headache,chills,diarrhea,,,,,
Malaria,vomiting,chills,headache,muscle aches,fatigue,nausea,sweating,fever,diarrhea
Malaria,fever,sweating,vomiting,nausea,fatigue,headache,,,
Malaria,diarrhea,chills,headache,fever,muscle aches,,,,
Malaria,vomiting,headache,muscle aches,fever,,,,,
Malaria,muscle aches,sweating,chills,headache,,,,,
Malaria,muscle aches,vomiting,fatigue,nausea,fever,diarrhea,chills,sweating,headache
Malaria,vomiting,headache,diarrhea,sweating,,,,,
Malaria,muscle aches,nausea,fever,sweating,headache,chills,fatigue,,
Malaria,muscle aches,nausea,sweating,fatigue,headache,fever,vomiting,chills,diarrhea
Malaria,muscle aches,fever,sweating,fatigue,,,,,
Malaria,nausea,fever,headache,chills,vomiting,fatigue,diarrhea,,
Malaria,vomiting,fatigue,diarrhea,chills,muscle aches,sweating,headache,,
Malaria,diarrhea,fever,fatigue,chills,,,,,
Malaria,sweating,muscle aches,diarrhea,fever,headache,fatigue,nausea,,
Malaria,vomiting,muscle aches,chills,fever,diarrhea,sweating,fatigue,nausea,
Malaria,headache,sweating,fever,muscle aches,diarrhea,nausea,fatigue,,
Malaria,fatigue,chills,nausea,muscle aches,vomiting,sweating,headache,diarrhea,fever
Malaria,nausea,fever,fatigue,diarrhea,,,,,
Malaria,chills,sweating,fever,headache,diarrhea,muscle aches,nausea,fatigue,
Malaria,chills,vomiting,muscle aches,sweating,,,,,
Malaria,sweating,nausea,muscle aches,fatigue,chills,diarrhea,,,
Malaria,vomiting,fatigue,diarrhea,headache,nausea,fever,sweating,chills,muscle aches
Malaria,headache,sweating,chills,fatigue,vomiting,diarrhea,fever,nausea,
Malaria,muscle aches,chills,fatigue,fever,vomiting,headache,sweating,diarrhea,
Malaria,fatigue,headache,nausea,vomiting,muscle aches,,,,
Malaria,muscle aches,vomiting,headache,fever,sweating,fatigue,nausea,diarrhea,chills
Malaria,vomiting,chills,fatigue,diarrhea,fever,muscle aches,,,
Malaria,muscle aches,headache,fever,fatigue,vomiting,,,,
Malaria,chills,sweating,vomiting,diarrhea,headache,nausea,fatigue,fever,muscle aches
Malaria,muscle aches,headache,diarrhea,chills,fatigue,fever,vomiting,,
Malaria,headache,muscle aches,diarrhea,fever,nausea,chills,fatigue,,
Malaria,muscle aches,fatigue,vomiting,nausea,sweating,chills,diarrhea,headache,
Malaria,fever,chills,fatigue,sweating,,,,,
Malaria,muscle aches,diarrhea,headache,fever,sweating,fatigue,vomiting,chills,nausea
Malaria,sweating,chills,fever,vomiting,diarrhea,,,,
Malaria,nausea,muscle aches,fever,sweating,fatigue,chills,,,
Malaria,vomiting,headache,sweating,nausea,chills,,,,
Malaria,sweating,fatigue,chills,vomiting,,,,,
Malaria,sweating,chills,muscle aches,headache,vomiting,nausea,diarrhea,fatigue,fever
Malaria,vomiting,headache,fatigue,sweating,,,,,
